EMPID,Team,Cluster,Qualification,Sex,Recruitment_Mode,Number of Certifications,Age,Last Year Rating,Years_Of_Exp,KPIs_Met? >80%,Performer_Award??,Avg_KPI_Score,Is_Retained?
75308,Technology,Cluster_22,Bachelor's,m,referred,5,26,5,2,1,0,81,0
2192,Sales & Marketing,Cluster_31,Bachelor's,m,other,1,30,4,3,1,0,50,0
8074,Sales & Marketing,Cluster_22,Bachelor's,f,other,1,28,,1,0,0,52,0
71047,Technology,Cluster_13,Bachelor's,m,other,2,33,3,10,0,0,80,0
57581,Sales & Marketing,Cluster_2,Bachelor's,m,sourcing,2,25,,1,0,0,52,0
16643,Technology,Cluster_21,Bachelor's,m,sourcing,1,34,4,6,1,0,77,0
27708,Finance,Cluster_26,Bachelor's,f,sourcing,1,29,4,2,1,0,60,0
6802,Technology,Cluster_22,Master's & above,f,other,1,52,5,4,1,0,79,0
45337,R&D,Cluster_22,Master's & above,m,other,1,29,1,4,0,0,84,0
50924,Sales & Marketing,Cluster_23,Bachelor's,f,sourcing,1,31,3,5,0,0,48,0
14219,Operations,Cluster_27,Bachelor's,f,other,1,33,3,9,0,0,61,0
68268,Sales & Marketing,Cluster_17,Master's & above,m,sourcing,1,34,2,6,0,0,44,0
25487,Sales & Marketing,Cluster_15,Bachelor's,m,other,2,32,3,3,0,0,53,0
29408,Operations,Cluster_22,Bachelor's,m,sourcing,1,32,4,3,0,0,68,1
35611,Operations,Cluster_13,Master's & above,f,sourcing,2,41,3,2,0,0,59,0
52153,Technology,Cluster_2,Below Secondary,m,referred,1,24,5,2,0,0,82,0
59176,Operations,Cluster_7,Master's & above,f,sourcing,1,37,3,9,1,0,58,0
41313,Procurement,Cluster_11,Bachelor's,f,sourcing,1,26,,1,0,0,67,0
3538,Procurement,Cluster_11,Bachelor's,m,sourcing,1,33,4,7,1,0,70,0
19677,Technology,Cluster_21,Bachelor's,m,other,1,28,3,2,0,0,81,0
57386,Operations,Cluster_2,Bachelor's,f,sourcing,1,51,5,11,0,0,60,0
14902,Technology,Cluster_2,Bachelor's,m,other,1,41,4,7,1,1,91,1
3099,Analytics,Cluster_13,Master's & above,m,sourcing,1,36,3,4,0,0,85,0
33114,Technology,Cluster_26,Bachelor's,m,other,1,30,3,8,0,0,81,0
67730,Procurement,Cluster_21,Bachelor's,m,other,1,32,1,3,0,0,70,0
20975,Operations,Cluster_25,Bachelor's,m,sourcing,1,26,,1,0,0,61,0
3611,Sales & Marketing,Cluster_10,Master's & above,m,sourcing,1,36,4,4,0,0,54,0
72931,Operations,Cluster_22,Master's & above,m,sourcing,1,45,5,15,1,0,65,0
23976,Analytics,Cluster_2,Bachelor's,m,sourcing,1,32,3,5,1,0,93,1
30447,Operations,Cluster_4,Bachelor's,m,sourcing,1,40,4,7,0,0,58,0
24990,Operations,Cluster_31,Master's & above,f,other,1,40,5,10,1,0,62,0
13571,Analytics,Cluster_19,Bachelor's,m,other,1,30,3,4,0,0,87,0
20620,Sales & Marketing,Cluster_15,,f,sourcing,1,29,4,3,1,0,50,0
60022,Procurement,Cluster_22,Master's & above,m,sourcing,4,36,2,7,0,0,68,0
11064,Legal,Cluster_22,Bachelor's,m,other,1,33,5,4,0,0,57,0
1141,Finance,Cluster_26,Bachelor's,m,other,3,25,3,4,0,0,57,0
50553,Finance,Cluster_7,Bachelor's,f,other,1,28,,1,0,0,57,0
55851,Procurement,Cluster_2,Bachelor's,f,sourcing,1,23,,1,0,0,67,0
53236,Operations,Cluster_19,Bachelor's,f,other,1,35,4,10,0,0,57,0
36524,Sales & Marketing,Cluster_27,Bachelor's,m,sourcing,1,24,,1,0,0,50,0
22769,Sales & Marketing,Cluster_13,,m,other,1,31,4,3,0,0,49,0
4828,Procurement,Cluster_29,Master's & above,m,sourcing,1,35,3,3,0,0,69,0
65647,Procurement,Cluster_8,Bachelor's,f,other,1,32,1,4,1,0,68,0
55831,Finance,Cluster_26,Bachelor's,m,other,1,25,5,2,0,0,61,0
78099,Procurement,Cluster_33,Master's & above,m,other,1,37,3,3,0,0,71,0
34788,Legal,Cluster_2,Master's & above,m,sourcing,1,40,5,3,1,0,62,0
78248,Sales & Marketing,Cluster_27,Bachelor's,m,sourcing,2,27,4,3,0,0,49,0
47109,Technology,Cluster_16,Bachelor's,m,other,1,31,3,5,0,0,80,0
46079,Procurement,Cluster_13,Bachelor's,m,sourcing,1,33,3,8,0,0,72,0
55834,Operations,Cluster_27,Bachelor's,f,other,1,33,4,4,0,0,58,0
55715,Sales & Marketing,Cluster_13,Bachelor's,m,other,1,31,4,4,1,0,49,1
32233,Operations,Cluster_22,Master's & above,m,sourcing,1,32,4,6,0,0,61,0
7826,HR,Cluster_16,Below Secondary,f,other,1,25,,1,1,0,51,0
63160,Analytics,Cluster_4,Master's & above,m,other,1,30,4,5,0,0,84,0
53824,Operations,Cluster_26,Bachelor's,m,other,2,27,5,2,1,0,61,0
51360,Technology,Cluster_11,Bachelor's,f,other,1,30,5,3,1,0,81,0
34888,Operations,Cluster_31,Bachelor's,m,other,1,37,3,3,1,0,59,0
3472,Procurement,Cluster_20,Bachelor's,m,sourcing,5,31,3,4,1,0,73,0
60118,Sales & Marketing,Cluster_34,Bachelor's,m,other,1,29,,1,1,0,48,0
73312,Technology,Cluster_11,Bachelor's,m,sourcing,1,35,4,7,0,0,78,0
63756,Operations,Cluster_22,Below Secondary,m,other,1,28,2,2,0,0,71,1
32602,Finance,Cluster_7,Bachelor's,f,other,1,30,4,2,1,0,56,0
76039,Operations,Cluster_2,Bachelor's,m,other,1,28,2,2,0,0,62,0
9104,HR,Cluster_22,Below Secondary,m,sourcing,1,22,4,2,1,0,47,0
54538,HR,Cluster_2,Master's & above,f,sourcing,1,52,3,12,0,0,50,0
19838,Analytics,Cluster_2,Bachelor's,m,other,2,27,2,2,0,0,86,0
47750,Technology,Cluster_5,Bachelor's,f,other,1,28,3,2,0,0,81,0
42384,Operations,Cluster_2,Bachelor's,f,sourcing,1,57,3,9,0,0,61,0
66454,Finance,Cluster_31,Bachelor's,m,sourcing,1,31,5,6,0,0,60,0
19003,R&D,Cluster_2,Master's & above,m,other,3,46,3,3,0,0,85,0
77875,Technology,Cluster_19,Bachelor's,m,sourcing,1,39,3,9,0,0,79,0
53840,Operations,Cluster_2,Bachelor's,f,other,2,37,5,4,1,0,58,0
5427,Technology,Cluster_22,Bachelor's,f,referred,2,26,4,2,0,0,81,0
75984,Operations,Cluster_31,Bachelor's,f,other,1,31,5,5,1,0,58,0
26739,Technology,Cluster_7,Master's & above,m,sourcing,1,34,5,7,1,0,79,0
77963,Procurement,Cluster_2,Bachelor's,m,other,1,55,3,19,1,0,68,0
15229,Analytics,Cluster_26,Bachelor's,m,other,2,24,3,2,0,0,83,0
6804,Procurement,Cluster_7,Master's & above,f,sourcing,1,32,3,7,0,0,65,0
16530,Operations,Cluster_22,Master's & above,f,sourcing,1,54,5,24,1,0,62,0
69453,Operations,Cluster_25,Master's & above,m,sourcing,1,32,3,10,0,0,57,0
41806,Operations,Cluster_15,Bachelor's,f,sourcing,1,32,5,4,1,0,64,0
50643,Technology,Cluster_4,Master's & above,m,other,2,40,2,3,0,0,82,0
31255,Sales & Marketing,Cluster_2,Bachelor's,m,referred,1,26,3,3,0,0,49,0
77361,Procurement,Cluster_2,Bachelor's,f,sourcing,1,31,2,7,0,0,66,0
34149,Operations,Cluster_26,Bachelor's,m,sourcing,1,25,4,3,0,0,58,0
16967,HR,Cluster_16,Below Secondary,m,other,1,22,,1,1,0,45,0
15442,Procurement,Cluster_20,Bachelor's,m,other,1,35,4,3,0,0,70,0
75312,Procurement,Cluster_31,Master's & above,m,other,2,40,3,10,0,0,65,0
58251,Procurement,Cluster_15,Bachelor's,f,other,1,42,1,7,1,0,68,0
54029,Sales & Marketing,Cluster_2,Bachelor's,f,sourcing,2,40,1,12,0,0,53,0
4376,Technology,Cluster_2,Master's & above,f,other,1,43,4,7,0,0,82,0
6311,Procurement,Cluster_13,Master's & above,m,sourcing,1,39,4,2,0,0,73,0
71623,Operations,Cluster_5,Bachelor's,m,sourcing,1,34,3,3,1,0,58,0
47587,Analytics,Cluster_32,Bachelor's,m,sourcing,1,42,5,11,1,0,89,0
77133,Sales & Marketing,Cluster_12,Bachelor's,m,sourcing,1,40,5,7,0,0,45,0
918,Sales & Marketing,Cluster_15,Bachelor's,m,sourcing,1,43,4,6,0,0,53,0
51939,Sales & Marketing,Cluster_17,Bachelor's,m,other,1,40,3,10,0,0,46,0
59828,Sales & Marketing,Cluster_7,Master's & above,m,other,3,31,1,6,0,0,46,0
66304,Operations,Cluster_7,Bachelor's,m,other,1,48,3,3,0,0,74,1
46510,HR,Cluster_22,Below Secondary,f,sourcing,1,21,,1,0,0,47,0
12735,Operations,Cluster_2,Bachelor's,f,sourcing,2,38,5,4,0,0,58,0
73973,Technology,Cluster_17,Bachelor's,m,other,1,31,3,3,1,0,81,1
71620,Procurement,Cluster_2,Bachelor's,m,sourcing,1,25,4,2,1,0,62,0
28609,Operations,Cluster_23,Bachelor's,m,other,1,33,3,8,0,0,57,0
12278,Analytics,Cluster_32,Master's & above,m,sourcing,1,29,1,3,0,0,84,0
3218,Procurement,Cluster_2,Bachelor's,m,other,1,50,5,4,1,0,71,0
39025,Operations,Cluster_27,Bachelor's,f,other,1,38,5,5,1,0,60,0
65527,Technology,Cluster_17,Bachelor's,f,sourcing,1,30,2,5,0,1,80,1
60367,Analytics,Cluster_7,Bachelor's,m,sourcing,1,35,5,2,0,0,82,0
39829,Technology,Cluster_7,Below Secondary,f,other,1,26,4,3,1,0,79,0
20439,Sales & Marketing,Cluster_15,,m,sourcing,1,28,2,4,1,0,50,0
23223,Operations,Cluster_7,Bachelor's,m,other,1,29,,1,0,0,57,0
15556,Sales & Marketing,Cluster_7,Bachelor's,m,other,1,38,4,3,0,0,48,0
24255,Finance,Cluster_2,Bachelor's,m,other,1,45,3,3,0,0,65,0
15304,Sales & Marketing,Cluster_22,Master's & above,m,sourcing,1,41,1,7,0,0,51,0
13281,Finance,Cluster_2,Bachelor's,m,other,1,40,2,5,0,0,54,0
54491,Operations,Cluster_31,Bachelor's,m,other,1,25,2,2,0,0,59,0
43662,Technology,Cluster_2,Bachelor's,m,sourcing,1,25,4,2,0,0,82,0
42484,Procurement,Cluster_27,Master's & above,m,other,1,33,3,8,0,0,73,0
2915,Technology,Cluster_2,Master's & above,f,other,1,51,4,19,1,0,78,0
4807,Legal,Cluster_13,Bachelor's,m,other,1,27,4,2,0,0,59,0
37655,Technology,Cluster_22,Below Secondary,m,sourcing,1,22,,1,1,0,81,1
18997,Operations,Cluster_22,Master's & above,m,other,1,56,5,29,1,0,61,0
15239,Operations,Cluster_7,Bachelor's,f,sourcing,1,37,5,9,0,0,60,0
75978,Operations,Cluster_13,Bachelor's,m,other,1,45,3,16,0,0,59,0
58365,Operations,Cluster_2,Bachelor's,f,other,1,24,,1,1,0,64,0
27506,Finance,Cluster_7,Master's & above,f,other,1,34,4,4,0,0,53,0
25611,HR,Cluster_22,Master's & above,m,sourcing,1,35,3,10,0,0,50,0
62290,Operations,Cluster_2,Bachelor's,m,sourcing,1,59,3,19,0,0,56,0
28448,Sales & Marketing,Cluster_2,Master's & above,m,other,1,50,4,7,0,0,46,0
38062,Sales & Marketing,Cluster_1,Bachelor's,f,other,1,29,,1,1,0,48,1
29116,Procurement,Cluster_33,Bachelor's,m,other,1,30,5,7,0,0,78,1
37393,Finance,Cluster_2,,m,sourcing,2,31,3,3,0,0,58,0
10842,Sales & Marketing,Cluster_30,Bachelor's,m,other,1,35,3,9,0,0,54,0
67230,Analytics,Cluster_2,Master's & above,m,other,1,52,3,7,1,0,82,1
50789,Sales & Marketing,Cluster_22,Bachelor's,m,referred,1,28,4,3,1,0,50,0
19213,Operations,Cluster_22,Bachelor's,m,sourcing,1,27,2,1,0,0,56,0
68794,Technology,Cluster_7,Bachelor's,f,sourcing,1,30,5,5,1,0,74,1
43787,Operations,Cluster_13,Master's & above,m,other,1,40,3,9,0,0,62,0
74574,Sales & Marketing,Cluster_7,Bachelor's,m,other,2,27,,1,0,0,54,0
10745,Operations,Cluster_19,Master's & above,f,other,1,39,5,7,1,0,60,0
60532,Sales & Marketing,Cluster_2,Master's & above,m,sourcing,1,54,3,3,0,0,51,0
29107,Sales & Marketing,Cluster_13,,m,other,1,23,4,2,1,0,47,1
5346,Operations,Cluster_22,Bachelor's,f,sourcing,1,31,4,5,0,0,60,0
34294,HR,Cluster_2,Master's & above,f,sourcing,1,58,5,5,1,0,52,0
53853,Technology,Cluster_16,Master's & above,f,other,1,38,5,2,0,0,81,0
20651,Operations,Cluster_2,Bachelor's,m,other,2,30,5,4,1,0,60,0
70703,Sales & Marketing,Cluster_30,Bachelor's,m,other,1,41,3,10,0,0,50,0
66367,Sales & Marketing,Cluster_2,Bachelor's,m,other,1,40,5,11,1,0,52,0
43128,Sales & Marketing,Cluster_28,Bachelor's,m,sourcing,1,30,5,4,1,0,48,0
963,Sales & Marketing,Cluster_2,Master's & above,m,referred,1,32,3,4,1,0,51,0
75026,Sales & Marketing,Cluster_2,Bachelor's,f,other,1,41,5,14,0,0,49,0
64690,Finance,Cluster_2,Bachelor's,f,other,1,29,5,2,1,0,57,1
66047,Operations,Cluster_32,Bachelor's,f,sourcing,1,31,5,3,1,0,61,0
14906,Sales & Marketing,Cluster_17,Bachelor's,m,other,1,30,3,5,0,0,50,0
7008,Analytics,Cluster_32,Bachelor's,m,other,2,29,2,2,0,0,82,0
38291,Sales & Marketing,Cluster_25,Bachelor's,m,sourcing,2,31,2,4,1,0,49,1
25839,Sales & Marketing,Cluster_2,Bachelor's,m,sourcing,1,35,4,10,1,0,53,0
74369,Operations,Cluster_2,Bachelor's,f,sourcing,1,34,4,5,1,0,65,0
48775,Sales & Marketing,Cluster_7,Master's & above,m,other,1,41,3,6,0,0,47,0
71555,Operations,Cluster_27,Bachelor's,f,other,1,36,5,3,1,0,58,0
44590,HR,Cluster_27,Master's & above,f,other,1,32,3,7,0,0,53,0
67450,Sales & Marketing,Cluster_27,,m,sourcing,1,33,3,3,0,0,53,0
15400,Finance,Cluster_6,Bachelor's,f,sourcing,1,26,4,2,1,0,58,0
8312,Analytics,Cluster_29,Bachelor's,m,other,1,30,4,2,1,0,89,0
76156,Procurement,Cluster_11,Bachelor's,m,other,1,26,3,4,0,0,69,0
74367,Procurement,Cluster_2,Master's & above,m,sourcing,1,53,2,9,0,0,69,0
59736,Sales & Marketing,Cluster_2,,m,other,1,23,2,2,0,0,52,0
76076,Sales & Marketing,Cluster_12,Bachelor's,f,sourcing,1,27,3,2,0,0,49,0
42865,Procurement,Cluster_22,Bachelor's,m,sourcing,1,42,3,6,1,0,69,0
25201,Operations,Cluster_34,Bachelor's,m,other,1,34,3,3,0,0,63,0
32660,Analytics,Cluster_23,Bachelor's,m,other,1,35,3,10,0,0,88,0
23105,Sales & Marketing,Cluster_6,Bachelor's,m,other,1,36,1,4,0,0,53,0
54767,Analytics,Cluster_14,Bachelor's,m,sourcing,2,34,3,8,0,0,89,0
8439,Operations,Cluster_7,Bachelor's,f,sourcing,1,33,3,5,1,1,58,0
69038,Sales & Marketing,Cluster_2,Bachelor's,f,sourcing,1,41,5,6,1,0,51,0
35567,Analytics,Cluster_7,Bachelor's,m,other,1,30,3,6,0,0,87,0
52374,Sales & Marketing,Cluster_12,Bachelor's,m,other,1,31,5,5,0,0,49,0
23037,Sales & Marketing,Cluster_7,Bachelor's,m,other,1,31,4,3,1,0,54,1
2032,Operations,Cluster_7,Master's & above,m,sourcing,1,34,4,4,0,0,58,0
41499,Sales & Marketing,Cluster_13,,m,other,1,27,3,7,0,0,52,0
76991,Technology,Cluster_2,Master's & above,f,sourcing,1,40,1,3,1,0,82,0
26745,Sales & Marketing,Cluster_9,Bachelor's,m,other,1,25,1,2,0,0,49,0
27770,Operations,Cluster_22,Bachelor's,f,sourcing,2,36,3,7,1,0,60,0
43626,Technology,Cluster_27,Bachelor's,f,sourcing,1,31,3,6,0,0,82,0
9465,Sales & Marketing,Cluster_29,Bachelor's,m,sourcing,1,28,1,3,0,0,49,0
12889,Technology,Cluster_5,Master's & above,m,other,1,44,4,4,0,0,82,0
57227,Analytics,Cluster_2,Bachelor's,m,other,1,44,3,6,1,0,83,0
31712,Sales & Marketing,Cluster_2,Master's & above,m,sourcing,1,35,5,8,1,0,52,0
9211,Operations,Cluster_27,Bachelor's,m,sourcing,1,31,4,2,1,0,56,0
10137,HR,Cluster_10,Bachelor's,m,other,1,29,3,8,0,0,52,0
53388,Sales & Marketing,Cluster_2,,m,other,2,25,4,2,0,0,55,0
67548,Sales & Marketing,Cluster_31,Bachelor's,m,other,1,26,3,2,0,0,47,0
30807,Finance,Cluster_2,Master's & above,f,other,2,52,5,23,1,0,56,0
30510,Technology,Cluster_2,Bachelor's,m,referred,1,52,4,26,1,0,77,0
9010,Technology,Cluster_15,Bachelor's,f,other,3,33,4,3,1,0,78,0
50078,Technology,Cluster_13,Bachelor's,m,other,1,27,1,4,0,0,77,0
47033,Sales & Marketing,Cluster_16,Bachelor's,m,other,1,37,3,8,0,0,53,0
53775,Sales & Marketing,Cluster_29,Bachelor's,m,other,1,29,2,8,1,0,51,0
55874,Sales & Marketing,Cluster_11,Bachelor's,m,sourcing,1,34,4,7,0,0,42,0
48758,Analytics,Cluster_29,Bachelor's,m,sourcing,2,30,5,5,1,0,84,0
58172,Operations,Cluster_15,Master's & above,m,other,1,44,4,11,0,0,58,0
41762,Sales & Marketing,Cluster_4,Bachelor's,m,other,1,49,3,5,0,0,48,0
20676,Procurement,Cluster_2,Bachelor's,f,sourcing,1,53,3,19,0,0,73,0
40090,Analytics,Cluster_22,Master's & above,m,other,2,34,4,3,0,0,82,0
35621,Analytics,Cluster_23,Bachelor's,m,other,2,31,,1,0,0,84,0
17547,Analytics,Cluster_31,Bachelor's,m,sourcing,1,26,5,2,1,1,86,1
71015,Operations,Cluster_7,,m,other,1,29,4,6,0,0,60,0
69025,Sales & Marketing,Cluster_13,Bachelor's,f,sourcing,1,39,4,11,0,0,50,0
30261,Technology,Cluster_13,Master's & above,f,other,1,42,3,9,0,0,80,0
50562,Procurement,Cluster_7,Bachelor's,f,sourcing,1,36,3,3,0,0,69,0
49408,Procurement,Cluster_2,Bachelor's,m,other,10,60,3,3,0,0,69,0
1325,Analytics,Cluster_2,Master's & above,m,other,1,41,3,2,0,0,85,0
27889,Finance,Cluster_22,Bachelor's,f,sourcing,1,26,1,3,0,0,61,0
43900,Legal,Cluster_34,Bachelor's,m,other,1,30,3,3,0,0,60,0
54541,Analytics,Cluster_16,Bachelor's,m,other,1,34,4,7,0,0,86,0
76326,Procurement,Cluster_20,Bachelor's,m,other,1,31,3,2,0,0,82,1
69648,Technology,Cluster_7,Bachelor's,m,other,1,29,5,4,1,0,80,1
72374,Sales & Marketing,Cluster_2,Bachelor's,m,sourcing,1,30,4,6,0,0,48,0
23715,Operations,Cluster_13,Bachelor's,m,sourcing,1,25,,1,0,0,59,0
48885,Sales & Marketing,Cluster_2,Bachelor's,m,sourcing,1,32,4,7,0,0,51,0
8189,Technology,Cluster_31,Bachelor's,m,other,2,32,3,6,0,0,80,0
37207,Analytics,Cluster_13,Master's & above,m,sourcing,1,44,5,7,0,0,83,0
52690,Operations,Cluster_27,Bachelor's,f,sourcing,2,35,5,7,0,0,57,0
61644,HR,Cluster_13,Bachelor's,m,other,1,27,4,2,0,0,46,0
25675,Technology,Cluster_33,Bachelor's,m,other,1,39,3,4,0,0,82,0
36755,Operations,Cluster_22,Master's & above,f,sourcing,1,46,5,14,0,0,57,0
18002,Technology,Cluster_5,Bachelor's,f,other,1,37,2,5,0,0,81,0
66471,Technology,Cluster_2,Master's & above,m,other,2,37,3,8,0,0,81,0
53509,Sales & Marketing,Cluster_31,Bachelor's,f,other,2,28,1,4,1,0,42,0
19526,Operations,Cluster_32,Master's & above,m,sourcing,1,47,3,4,1,0,64,0
43336,Sales & Marketing,Cluster_22,Bachelor's,f,sourcing,1,28,4,2,0,0,53,0
25995,Operations,Cluster_2,Master's & above,m,sourcing,1,51,5,21,1,0,59,0
18755,Sales & Marketing,Cluster_33,Bachelor's,m,other,1,43,5,10,1,0,48,1
14361,R&D,Cluster_4,Bachelor's,m,other,1,36,3,7,0,0,84,0
70447,Operations,Cluster_32,Bachelor's,m,other,1,33,5,7,1,0,57,0
6631,Sales & Marketing,Cluster_2,Master's & above,m,other,1,48,2,6,0,0,48,0
67591,Procurement,Cluster_2,Master's & above,m,sourcing,1,39,3,7,1,0,66,1
31329,Sales & Marketing,Cluster_2,Bachelor's,m,other,1,32,4,4,0,0,47,0
6579,Analytics,Cluster_34,Bachelor's,m,other,2,30,,1,0,0,83,0
63647,Sales & Marketing,Cluster_2,,f,other,1,25,,1,1,0,51,0
34323,Operations,Cluster_13,Master's & above,f,other,1,41,5,4,1,0,93,1
8612,Procurement,Cluster_31,Bachelor's,f,other,1,32,5,4,1,1,70,1
71551,Operations,Cluster_19,Bachelor's,m,other,1,42,3,6,0,0,61,0
43544,Procurement,Cluster_13,Bachelor's,m,other,1,42,5,13,1,0,69,0
35515,Operations,Cluster_22,Master's & above,m,referred,1,36,5,2,1,0,62,0
4370,Operations,Cluster_26,Bachelor's,m,other,1,36,5,9,1,0,61,0
12256,Sales & Marketing,Cluster_34,Master's & above,m,sourcing,1,37,3,7,0,0,45,0
48532,Operations,Cluster_15,Master's & above,m,other,1,39,3,11,0,0,60,0
1082,Operations,Cluster_26,Bachelor's,m,sourcing,1,27,,1,0,0,62,0
77199,Sales & Marketing,Cluster_32,Bachelor's,m,sourcing,1,25,,1,0,0,50,0
64392,Sales & Marketing,Cluster_25,Bachelor's,m,other,1,39,5,3,1,0,48,0
69941,Operations,Cluster_23,Master's & above,m,other,1,33,5,6,1,0,61,0
40130,Analytics,Cluster_15,Bachelor's,m,other,1,29,4,9,0,0,85,0
69633,Procurement,Cluster_2,Bachelor's,f,sourcing,2,38,4,3,1,1,70,0
30100,Operations,Cluster_22,Master's & above,m,sourcing,2,36,5,7,1,0,65,0
54671,Technology,Cluster_13,Bachelor's,m,other,1,29,,1,1,0,78,0
43991,Legal,Cluster_20,Bachelor's,m,other,1,32,3,5,0,0,56,0
74098,Operations,Cluster_26,Bachelor's,m,sourcing,1,37,3,4,0,0,58,0
11146,Sales & Marketing,Cluster_27,Bachelor's,m,sourcing,1,34,3,7,0,0,51,0
69646,Finance,Cluster_22,Bachelor's,m,other,1,27,3,2,1,0,62,1
10155,Sales & Marketing,Cluster_13,Bachelor's,m,other,1,33,5,8,0,0,47,0
70029,R&D,Cluster_22,Bachelor's,m,sourcing,3,33,3,5,0,0,86,0
35811,Sales & Marketing,Cluster_7,Bachelor's,m,sourcing,1,31,5,4,1,0,46,0
67665,Sales & Marketing,Cluster_2,Bachelor's,m,sourcing,1,37,4,9,0,0,49,0
19337,Procurement,Cluster_2,Bachelor's,m,sourcing,1,59,4,27,0,0,72,0
58866,Technology,Cluster_27,Bachelor's,f,sourcing,1,31,5,6,1,0,78,0
5055,R&D,Cluster_23,Master's & above,m,other,1,36,1,7,0,0,86,0
32605,Procurement,Cluster_2,Bachelor's,m,other,2,40,5,2,1,0,71,1
42733,Sales & Marketing,Cluster_13,Master's & above,m,other,1,42,4,15,1,0,48,0
9866,Sales & Marketing,Cluster_7,Master's & above,m,other,1,44,3,4,0,0,49,0
61665,Finance,Cluster_2,Bachelor's,m,other,2,29,4,3,0,0,56,0
8090,Sales & Marketing,Cluster_22,Bachelor's,m,other,1,29,1,2,0,0,52,0
2647,Sales & Marketing,Cluster_29,Master's & above,m,sourcing,1,40,3,7,0,0,49,0
2720,Operations,Cluster_22,Bachelor's,f,other,2,32,4,3,1,0,60,0
28759,Technology,Cluster_7,Bachelor's,m,sourcing,1,40,1,10,0,0,82,0
18237,Procurement,Cluster_16,Bachelor's,m,other,1,29,5,2,1,0,68,0
6920,Finance,Cluster_7,Bachelor's,m,sourcing,1,31,5,2,1,0,64,0
17257,Technology,Cluster_28,Bachelor's,m,sourcing,1,39,1,9,0,0,79,0
23730,Procurement,Cluster_20,Bachelor's,m,other,1,33,4,2,0,0,73,0
26655,Technology,Cluster_22,Bachelor's,m,sourcing,1,34,4,6,0,0,77,0
22586,Operations,Cluster_16,Bachelor's,f,sourcing,1,42,3,7,0,0,58,0
77091,Analytics,Cluster_28,Master's & above,m,sourcing,2,33,5,7,1,0,88,0
21025,Analytics,Cluster_2,,m,sourcing,1,26,3,5,0,0,84,0
42448,Sales & Marketing,Cluster_28,Bachelor's,f,other,1,28,,1,0,0,50,0
47074,Sales & Marketing,Cluster_29,Bachelor's,m,other,1,27,1,4,0,0,55,0
32586,Technology,Cluster_2,Master's & above,f,sourcing,1,35,4,3,1,0,81,1
56899,Sales & Marketing,Cluster_13,Bachelor's,m,sourcing,1,37,4,10,0,0,50,0
70363,Analytics,Cluster_27,Bachelor's,m,other,1,30,5,3,0,0,84,0
12532,Analytics,Cluster_26,Bachelor's,m,sourcing,1,30,5,4,0,0,82,0
32888,Sales & Marketing,Cluster_27,,m,sourcing,1,39,4,10,0,0,50,0
22825,Operations,Cluster_11,Bachelor's,f,sourcing,1,28,,1,0,0,60,0
31209,Sales & Marketing,Cluster_22,Bachelor's,f,sourcing,1,34,4,5,0,0,46,0
68434,Finance,Cluster_2,Bachelor's,m,other,1,34,5,8,1,0,56,0
34235,Procurement,Cluster_13,Master's & above,m,sourcing,1,44,5,5,1,0,71,0
3267,Finance,Cluster_2,Master's & above,m,other,1,40,4,11,1,0,59,0
7851,Analytics,Cluster_22,Master's & above,m,sourcing,1,42,3,13,0,0,87,0
8942,Technology,Cluster_17,Bachelor's,f,other,1,26,4,4,1,0,75,0
42300,Procurement,Cluster_2,Bachelor's,f,sourcing,1,33,2,5,0,0,70,0
77921,Procurement,Cluster_22,Master's & above,f,other,1,43,3,6,0,0,67,0
21257,Analytics,Cluster_2,Bachelor's,m,other,1,33,4,3,1,0,84,0
32783,Analytics,Cluster_31,Bachelor's,m,other,1,43,3,3,1,0,85,0
26845,Operations,Cluster_6,Bachelor's,m,sourcing,1,27,4,3,0,0,55,0
42691,Sales & Marketing,Cluster_31,Master's & above,m,other,1,34,3,3,0,0,48,0
54757,Technology,Cluster_7,Master's & above,f,other,1,31,,1,0,0,80,0
45695,Sales & Marketing,Cluster_32,Bachelor's,f,sourcing,1,31,3,7,1,1,47,0
53535,Sales & Marketing,Cluster_4,Bachelor's,m,other,1,32,2,7,0,0,55,0
14389,Technology,Cluster_23,Master's & above,m,sourcing,1,34,3,4,0,0,80,0
45682,Procurement,Cluster_4,Bachelor's,f,other,1,30,3,4,0,0,73,0
30360,Sales & Marketing,Cluster_29,Master's & above,m,sourcing,1,34,4,3,1,0,49,0
56527,Technology,Cluster_7,Bachelor's,f,sourcing,1,48,3,4,1,0,82,1
26154,Finance,Cluster_7,Bachelor's,m,other,1,29,4,4,0,0,62,0
1260,Analytics,Cluster_22,Bachelor's,f,other,1,28,,1,1,0,86,1
64464,Sales & Marketing,Cluster_4,Master's & above,m,sourcing,1,40,3,6,1,0,51,0
34858,Technology,Cluster_13,Bachelor's,f,other,1,31,1,5,0,0,82,0
14351,Sales & Marketing,Cluster_17,Bachelor's,m,other,1,40,3,6,1,0,51,0
64675,Analytics,Cluster_2,Master's & above,m,other,1,50,3,6,1,0,83,0
72127,Sales & Marketing,Cluster_14,Bachelor's,m,other,1,46,1,6,0,0,50,0
37438,HR,Cluster_22,Below Secondary,m,other,1,22,,1,1,0,47,0
50671,Technology,Cluster_4,Bachelor's,m,sourcing,1,35,3,4,0,0,82,0
41462,Operations,Cluster_2,Bachelor's,f,other,1,34,1,7,0,0,63,0
